지역,이름,주소,위도,경도
고양시,스터닝커피(stunning coffee),"경기도 고양시 일산동구 중앙로1275번길 38-10, 109-1호 (장항동, 우림로데오스위트)",37.65994271,126.7709447
고양시,리요,"경기도 고양시 일산동구 장항로 283 (장항동, 1층일부)",37.6424661,126.7684116
고양시,나니나니,"경기도 고양시 일산동구 정발산로 19 204호 일부 (장항동,지평프라자)",37.6566606,126.7705768
고양시,우정,경기도 고양시 일산서구 일중로 74 (일산동),37.6862129,126.7754842
고양시,비겔러리(Be gellery),"경기도 고양시 일산동구 무궁화로141번길 8-7 (정발산동,1층전부)",37.6699896,126.7770979
고양시,연,경기도 고양시 덕양구 원당로33번길 2 지하1층 (주교동),37.6564956,126.8322033
고양시,에이치(H),"경기도 고양시 일산동구 무궁화로93번길 5-5, 1층 (전체)호 (정발산동)",37.6661615,126.772984
고양시,자도르,경기도 고양시 일산동구 무궁화로187번길 8-4 (정발산동),37.6714309,126.7817408
고양시,위너스,"경기도 고양시 일산동구 중앙로1261번길 79 102호 (장항동,하이베라스)",37.6568485,126.7699076
고양시,래빗,"경기도 고양시 일산동구 정발산로 43-20 (장항동, 센트럴프라자 103호)",37.65826984,126.7733483
고양시,포코(POCO),"경기도 고양시 일산동구 고봉로 20-21, 211호 (장항동, 양우로데오랜드B동)",37.6636873,126.7656021
고양시,예사랑,"경기도 고양시 일산동구 일산로 328 상가동 201호 (마두동,수색)",37.6646605,126.784345
고양시,버디,"경기도 고양시 일산서구 호수로838번길 8-14 (대화동,번지)",37.6696294,126.7505424
고양시,13블럭,경기도 고양시 일산동구 호수로430번길 7-9 번지 (1층) (백석동),37.6435229,126.7790702
고양시,시실리,경기도 고양시 일산동구 백석로85번길 19-6 (백석동),37.6483019,126.7859566
고양시,엘피스PCH,"경기도 고양시 일산동구 무궁화로 20-38, 311호 (장항동, 로데오탑)",37.6604396,126.7680151
고양시,지(Z),"경기도 고양시 일산동구 고봉로 32-19 105호 ,106호 (장항동,브로맥스타워)",37.664185,126.7666886
고양시,프라하,경기도 고양시 일산동구 일산로441번길 88-12 1층 (정발산동),37.67021,126.7745696
고양시,블라썸(Blossom),"경기도 고양시 일산동구 일산로316번길 53-1, 1층 일부호 (마두동)",37.6647111,126.7873483
고양시,이,"경기도 고양시 일산동구 무궁화로 19-14 외2필지 104호 (장항동,로데오존프라자)",37.662851,126.7664094
고양시,톡식(Toxic),경기도 고양시 일산동구 고봉로 20-21 외1필지양우로데오랜드B동206 (장항동),37.6636873,126.7656021
고양시,조엔더커피(Jo&Thecoffee),"경기도 고양시 일산동구 위시티4로 80, 1층 101호 (식사동, 위시티일산자이1단지 상가-2)",37.6834395,126.8119625
고양시,세븐,"경기도 고양시 덕양구 화신로272번길 34 (화정동,미주프라자빌딩 201호)",37.63239828,126.8318471
고양시,J&B(제이앤비),"경기도 고양시 덕양구 화신로272번길 34 (화정동,미주프라자빌딩 5층3호)",37.632304,126.8318168
고양시,모네(Monet),경기도 고양시 일산동구 중앙로1275번길 60-30 외3필지 일산라페스타B 212호 (장항동),37.6603512,126.768854
고양시,비엠다블유,경기도 고양시 일산서구 킨텍스로 283 4층 일부 (대화동),37.6704064,126.7515485
고양시,숲속의모래요정,"경기도 고양시 덕양구 호국로 804 (성사동, 원당타운 204호일부)",37.657269,126.8375052
고양시,그래도...그리운 사랑하나 있었더라,경기도 고양시 일산동구 백석로11번길 7-13 (백석동),37.6425524,126.7804101
고양시,WHO(후),경기도 고양시 일산동구 강송로87번길 54-5 1층 (백석동),37.6457441,126.7864853
고양시,휘슬,"경기도 고양시 일산동구 무궁화로 20-38 외2필지 (로데오탑 706호일부,707호,708호일부) (장항동)",37.6604396,126.7680151
고양시,카페에이프릴(CAFE APRIL),"경기도 고양시 일산서구 산현로 76, 1층일부호 (일산동)",37.69106845,126.7699935
고양시,자유,"경기도 고양시 일산서구 호수로856번길 16-1 (대화동,.1층)",37.6712376,126.74844
고양시,제이제이,"경기도 고양시 일산동구 무궁화로 19-14 외2필지 316호 (장항동,로데오존프라자)",37.662851,126.7664094
고양시,도밍고,"경기도 고양시 일산동구 중앙로 1227 109호 (장항동,동양메이저빌오피스텔)",37.655768,126.7748179
고양시,버버리,"경기도 고양시 일산서구 중앙로 1575, 403호 (대화동)",37.675964,126.7467122
고양시,채팅,경기도 고양시 일산동구 호수로430번길 8-2 번지 (백석동),37.6431365,126.7796039
고양시,슈베르티아데,"경기도 고양시 일산서구 중앙로 1471 상가동 217호 (주엽동,문촌마을13단지아파트)",37.6714084,126.7567138
고양시,로드빈(Road Bean),"경기도 고양시 일산동구 무궁화로93번길 13, 1(일부)층 (정발산동)",37.66667828,126.7728403
고양시,별밤라이브7080,"경기도 고양시 일산동구 무궁화로 18, 2층 일부호 (장항동, 남정씨티프라자 1차 )",37.6616266,126.766878
고양시,마돈나,경기도 고양시 일산동구 백석로72번길 6-2 1층 (백석동),37.6465453,126.7861317
고양시,247(이사칠),"경기도 고양시 일산동구 일산로394번길 5-13, 1층 전체호 (정발산동)",37.67065529,126.7812898
