지역,이름,주소,위도,경도
고양시,국가대표 스타 태권도장,"경기도 고양시 일산서구 강선로 192, 202,203,204호 (일산동, 후곡마을11단지상가동)",37.67965261,126.7720786
고양시,CLC어린이스포츠클럽,"경기도 고양시 덕양구 충장로 22 (행신동, 탑프라자)",37.61480097,126.834452
고양시,용인대 청운 Top 태권도장,"경기도 고양시 일산서구 탄현로 133, 상가동 302,303호 (탄현동, 일산임광진흥아파트)",37.70252971,126.7665233
고양시,타이거태권도장,경기도 고양시 덕양구 통일로770번길 35 (관산동),37.68950837,126.8648393
고양시,태권도국제연합회,"경기도 고양시 덕양구 호국로777번길 17 (주교동, 삼혜그린뷰)",37.65578259,126.8341203
고양시,경희대문촌태권도체육관,"경기도 고양시 일산서구 주엽로 150  (주엽동,자유프라자 208, 209호)",37.67193683,126.7589778
고양시,예송태권도,"경기도 고양시 덕양구 행신로 153, 3층 (행신동)",37.61932254,126.832304
고양시,K비전 태권도장,경기도 고양시 덕양구 원당로113번길 9 (주교동),37.66210221,126.837556
고양시,스타클래스,"경기도 고양시 일산동구 위시티4로 79,  302,303호 (식사동,위시티블루밍3단지 상가1)",37.68101379,126.8111227
고양시,한체대 태권스쿨 태권도장,"경기도 고양시 일산동구 일산로 245, 502호 (마두동)",37.65781866,126.7876764
고양시,둥글이태권도,"경기도 고양시 일산동구 위시티4로 80, 201호 (식사동,위시티일산자이1단지 상가-1)",37.6835176,126.8123471
고양시,덕이 비룡태권도장,"경기도 고양시 일산서구 하이파크3로 84, 801호 (덕이동, 신성프라자)",37.6990302,126.7532179
고양시,석사 경희대 인성 태권도,"경기도 고양시 일산서구 하이파크2로 42, 6층 (덕이동)",37.69907099,126.7539662
고양시,비호태권도장,"경기도 고양시 일산동구 강석로 108, 상가동 301호 (마두동, 강촌마을5단지)",37.65077002,126.7802052
고양시,경원태권도,,,
고양시,화정한국체육관,"경기도 고양시 덕양구 성신로 75,  1호 (행신동,햇빛마을 18-1단지 상가 지하층)",37.62740778,126.8371501
고양시,T&M헬스클럽,경기도 고양시 덕양구 마상로114번길 50  (주교동),37.65886446,126.8340021
고양시,삼성경희대스포츠아카데미,경기도 고양시 덕양구 중앙로 547 (행신동),37.62276822,126.8359561
고양시,용인대한결태권도장,"경기도 고양시 덕양구 동세로 90, 401호 (삼송동)",37.6503647,126.8837074
고양시,팔마체육관(태권도),"경기도 고양시 일산동구 대산로 14  (정발산동,흰돌프라자 5층)",37.66985443,126.774873
